Temperature,Pressure,Density,SpecificVolume,InternalEnergy,Enthalpy,Entropy,Cv,Cp,SpeedSound,JT,Viscosity,ThermalConductivity
21,0.04,0.032963,30.337,2660.8,3874.2,57.015,10.164,14.289,1306.3,-0.29149,8.83E-06,0.1829
21,0.05,0.041202,24.271,2660.7,3874.3,56.095,10.164,14.29,1306.4,-0.29154,8.83E-06,0.18291
21,0.06,0.049439,20.227,2660.7,3874.3,55.343,10.164,14.29,1306.4,-0.29159,8.83E-06,0.18292
21,0.07,0.057676,17.338,2660.7,3874.4,54.707,10.164,14.29,1306.5,-0.29163,8.83E-06,0.18293
21,0.08,0.065911,15.172,2660.7,3874.4,54.156,10.165,14.291,1306.6,-0.29168,8.83E-06,0.18294
21,0.09,0.074146,13.487,2660.6,3874.4,53.67,10.165,14.291,1306.7,-0.29172,8.83E-06,0.18295
21,0.1,0.082379,12.139,2660.6,3874.5,53.236,10.165,14.291,1306.8,-0.29177,8.83E-06,0.18296
21,0.11,0.090612,11.036,2660.6,3874.5,52.842,10.165,14.291,1306.9,-0.29181,8.83E-06,0.18297
21,0.12,0.098843,10.117,2660.5,3874.6,52.483,10.165,14.292,1307,-0.29186,8.83E-06,0.18298
21,0.13,0.10707,9.3393,2660.5,3874.6,52.153,10.165,14.292,1307,-0.29191,8.83E-06,0.18299
21,0.14,0.1153,8.6728,2660.5,3874.7,51.847,10.165,14.292,1307.1,-0.29195,8.83E-06,0.183
21,0.15,0.12353,8.0951,2660.4,3874.7,51.563,10.165,14.293,1307.2,-0.292,8.83E-06,0.18301
21,0.16,0.13176,7.5896,2660.4,3874.7,51.296,10.165,14.293,1307.3,-0.29204,8.83E-06,0.18302
21,0.17,0.13999,7.1435,2660.4,3874.8,51.046,10.165,14.293,1307.4,-0.29209,8.84E-06,0.18302
21,0.18,0.14821,6.7471,2660.4,3874.8,50.811,10.165,14.293,1307.5,-0.29214,8.84E-06,0.18303
21,0.19,0.15644,6.3923,2660.3,3874.9,50.587,10.165,14.294,1307.6,-0.29218,8.84E-06,0.18304
21,0.2,0.16466,6.0731,2660.3,3874.9,50.376,10.166,14.294,1307.6,-0.29223,8.84E-06,0.18305
21,0.21,0.17288,5.7842,2660.3,3874.9,50.174,10.166,14.294,1307.7,-0.29228,8.84E-06,0.18306
21,0.22,0.18111,5.5216,2660.2,3875,49.982,10.166,14.295,1307.8,-0.29232,8.84E-06,0.18307
21,0.23,0.18933,5.2819,2660.2,3875,49.799,10.166,14.295,1307.9,-0.29237,8.84E-06,0.18308
21,0.24,0.19755,5.0621,2660.2,3875.1,49.623,10.166,14.295,1308,-0.29241,8.84E-06,0.18309
21,0.25,0.20577,4.8599,2660.1,3875.1,49.455,10.166,14.295,1308.1,-0.29246,8.84E-06,0.1831
21,0.26,0.21398,4.6733,2660.1,3875.2,49.293,10.166,14.296,1308.1,-0.29251,8.84E-06,0.1831
21,0.27,0.2222,4.5004,2660.1,3875.2,49.137,10.166,14.296,1308.2,-0.29255,8.84E-06,0.18311
21,0.28,0.23042,4.34,2660.1,3875.2,48.987,10.166,14.296,1308.3,-0.2926,8.84E-06,0.18312
21,0.29,0.23863,4.1906,2660,3875.3,48.842,10.166,14.297,1308.4,-0.29265,8.84E-06,0.18313
21,0.3,0.24685,4.0511,2660,3875.3,48.702,10.166,14.297,1308.5,-0.29269,8.84E-06,0.18314
21,0.31,0.25506,3.9207,2660,3875.4,48.567,10.166,14.297,1308.6,-0.29274,8.84E-06,0.18315
21,0.32,0.26327,3.7984,2659.9,3875.4,48.436,10.167,14.297,1308.7,-0.29279,8.84E-06,0.18316
21,0.33,0.27148,3.6835,2659.9,3875.5,48.309,10.167,14.298,1308.7,-0.29284,8.84E-06,0.18317
21,0.34,0.27969,3.5754,2659.9,3875.5,48.186,10.167,14.298,1308.8,-0.29288,8.84E-06,0.18317
21,0.35,0.2879,3.4734,2659.8,3875.5,48.066,10.167,14.298,1308.9,-0.29293,8.84E-06,0.18318
21,0.36,0.29611,3.3771,2659.8,3875.6,47.95,10.167,14.299,1309,-0.29298,8.84E-06,0.18319
21,0.37,0.30432,3.286,2659.8,3875.6,47.837,10.167,14.299,1309.1,-0.29302,8.84E-06,0.1832
21,0.38,0.31252,3.1998,2659.8,3875.7,47.727,10.167,14.299,1309.2,-0.29307,8.84E-06,0.18321
21,0.39,0.32073,3.1179,2659.7,3875.7,47.619,10.167,14.299,1309.3,-0.29312,8.84E-06,0.18322
21,0.4,0.32893,3.0401,2659.7,3875.7,47.515,10.167,14.3,1309.3,-0.29317,8.84E-06,0.18323
